Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Lending interest rate (%),FR.INR.LEND,Singapore,SGP,7.3625,5.83333333333333,5.38,5.35,5.35,5.35,5.28,5.33,5.25,5.25,5.25,..
Lending interest rate (%),FR.INR.LEND,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Solomon Islands,SLB,18,10.3333333333333,10.7741666666667,10.91,10.4783333333333,10.0998401187231,10.6947306507587,10.7486518056707,10.5951570347602,10.6825707369086,5.17570858864648,..
Lending interest rate (%),FR.INR.LEND,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,South Africa,ZAF,21,14.5,8.5,9.125,9.41666666666667,10.4583333333333,10.375,10.0833333333333,10.125,7.70833333333333,7.04166666666667,8.79166666666667
Lending interest rate (%),FR.INR.LEND,South Sudan,SSD,..,..,13.5641229127859,18.6594879669541,13.7803938893243,10.3660058174987,10.1313764663331,16.1826855901098,15.6547053123274,16.0896174795028,16.0884827108197,16.2934964614722
Lending interest rate (%),FR.INR.LEND,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Sri Lanka,LKA,..,..,12.4533333333333,7.8375,6.9575,10.4933333333333,11.57,11.5541666666667,11.2441666666667,..,..,..
Lending interest rate (%),FR.INR.LEND,St. Kitts and Nevis,KNA,11.3806528946542,11.1037230434773,8.77635361152344,9.281492190571,9.29691666666667,9.23,9.0925,8.85792016666667,8.52342308333333,7.650572,7.14461925,7.0494665
Lending interest rate (%),FR.INR.LEND,St. Lucia,LCA,11.2882889199609,13.0629574857111,9.07521429780519,8.99774238858608,8.85541666666667,8.4725,8.34,8.11011591666667,7.72247983333333,7.13469175,6.75742416666667,6.52447875
Lending interest rate (%),FR.INR.LEND,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,St. Vincent and the Grenadines,VCT,11.5471461382331,11.4644838851929,9.43978132892116,9.14600845222647,9.30275,9.1175,8.7525,8.48572125,8.35136941666667,7.99094591666667,7.650287,7.437435
Lending interest rate (%),FR.INR.LEND,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Suriname,SUR,8.7,29,11.9833333333333,12.2833333333333,12.6166666666667,13.4833333333333,14.425,14.2991149744656,14.9642193921404,14.7961590368644,14.8885076393893,14.7484928489449
Lending interest rate (%),FR.INR.LEND,Sweden,SWE,..,5.7725,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Switzerland,CHE,..,..,2.68916666666667,2.69,2.68083333333333,2.64666666666667,2.62743867833333,2.62742559333333,2.63292318,2.63484670416667,2.63985731416667,2.64672373583333
Lending interest rate (%),FR.INR.LEND,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Tajikistan,TJK,..,..,24.3341666666667,24.5312363359939,25.8362601612347,24.9431399980747,29.6467008842335,27.1887964575151,23.5497072150821,..,..,..
Lending interest rate (%),FR.INR.LEND,Tanzania,TZA,..,21.5775,15.8608333333333,16.2908333333333,16.105,15.9583333333333,17.7741666666667,17.4141666666667,16.9708333333333,16.6795341089585,..,..
Lending interest rate (%),FR.INR.LEND,Thailand,THA,14.4166666666667,7.83333333333333,5.06043360051236,4.94915214812624,4.73187498877014,4.46834552349908,4.41658283333333,4.14666666666667,4.08416666666667,3.2925,3.06,3.13833333333333
Lending interest rate (%),FR.INR.LEND,Timor-Leste,TLS,..,..,12.4141666666667,12.8666666666667,13.4966666666667,14.0483333333333,13.2866666666667,13.456301443692,15.3621803257428,14.1277354995604,11.1598355669949,..
Lending interest rate (%),FR.INR.LEND,Togo,TGO,..,..,5.2875,5.33833333333333,5.15416666666667,5.295,5.14,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Tonga,TON,..,..,9.35397224610027,8.64435559021165,8.23684100594144,7.92752471631559,7.87198632346278,8.03811869008349,8.06577613962305,7.82858252049211,7.75674121847486,7.85920663005895
Lending interest rate (%),FR.INR.LEND,Trinidad and Tobago,TTO,12.87,16.5,7.5,7.5,8.1825,9,9,9.09375,9.25,6.555,7.4375,7.48958333333333
Lending interest rate (%),FR.INR.LEND,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Uganda,UGA,38.6666666666667,22.9197575,23.2835727165863,21.5842268570126,22.60135726942,23.8861326246628,21.2786714889596,19.8465587059191,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Ukraine,UKR,..,41.528425,16.6492,17.7180416666667,21.8229416666667,19.2371666666667,16.383525,19.004875,19.8217083333333,14.2924,13.2921083333333,18.6094166666667
Lending interest rate (%),FR.INR.LEND,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,United Kingdom,GBR,14.7681166666667,5.96389166666667,0.5,0.5,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,United States,USA,10.0091666666667,9.23333333333333,3.25,3.25,3.26,3.51166666666667,4.09666666666667,4.90416666666667,5.2825,3.54416666666667,3.25,..
Lending interest rate (%),FR.INR.LEND,Uruguay,URY,169.080026288713,47.5403296902657,12.4340649587399,15.5341402019916,15.8410813948786,16.1703130380291,13.8334581432191,12.201184744586,11.5571850608681,11.2312594501517,7.45064820808614,10.8517167121151
Lending interest rate (%),FR.INR.LEND,Uzbekistan,UZB,..,..,16.2015669481166,15.9901521817941,13.773762892753,13.5239667915277,15.3767768819838,19.9656221631193,23.6060674782463,22.3410510306587,21.4034528305606,21.7461154561416
Lending interest rate (%),FR.INR.LEND,Vanuatu,VUT,..,..,10.5483333333333,10.4058333333333,10.2007999185791,10.1,9.965,10.1816666666667,10.0458333333333,9.76083333333333,9.60111111111111,..
Lending interest rate (%),FR.INR.LEND,"Venezuela, RB",VEN,35.5316666666667,25.1991666666667,15.895,17.2116666666667,19.395,20.775,21.0591666666667,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Vietnam,VNM,..,..,10.3741666666667,8.665,7.1175,6.96,7.0675,7.371875,7.7075,7.6475,7.811,..
Lending interest rate (%),FR.INR.LEND,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,West Bank and Gaza,PSE,..,..,7.51586793615925,6.4085572520006,6.78210778307195,6.14971653355566,5.79209839789852,5.87296103777134,5.93196071275098,5.51730657376974,5.55524249655977,..
Lending interest rate (%),FR.INR.LEND,"Yemen, Rep.",YEM,..,19.5416666666667,22.0833333333333,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Zambia,ZMB,35.1041666666667,38.8,9.52083333333333,11.5733333333333,13.25,15.5,12.375,9.79166666666667,10.2916666666667,9.47916666666667,..,..
Lending interest rate (%),FR.INR.LEND,Zimbabwe,ZWE,..,..,9.74,9.4675,8.54177133537791,7.11333333333333,6.91416666666667,7.13166666666667,16.1816666666667,33.0083333333333,45.4766666666667,131.813333333333
Lending interest rate (%),FR.INR.LEND,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Afghanistan,AFG,57686,75917,..,..,382365,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Albania,ALB,66013,76695,..,..,57616,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Algeria,DZA,273954,250110,..,..,242391,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,American Samoa,ASM,21283,24912,..,..,23216,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Andorra,AND,38904,42146,..,..,42082,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Angola,AGO,33517,46108,..,..,106845,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Antigua and Barbuda,ATG,12029,23071,..,..,28083,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Argentina,ARG,1649919,1540219,..,..,2086302,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Armenia,ARM,658789,657900,..,..,191199,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Aruba,ABW,14444,30104,..,..,36114,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Australia,AUS,3955213,4386250,..,..,6763663,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Austria,AUT,793239,996547,..,..,1492374,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Azerbaijan,AZE,360600,327540,..,..,264241,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Bahamas, The",BHS,26855,36454,..,..,59306,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bahrain,BHR,173212,239361,..,..,704137,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bangladesh,BGD,881617,987853,..,..,1422805,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Barbados,BRB,24024,28424,..,..,34475,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Belarus,BLR,1248977,1123586,..,..,1082905,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Belgium,BEL,891537,853369,..,..,1387940,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Belize,BLZ,30404,36488,..,..,53860,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Benin,BEN,76212,133730,..,..,245399,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bermuda,BMU,15683,17668,..,..,19126,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bhutan,BTN,23807,32137,..,..,51106,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bolivia,BOL,73758,92658,..,..,142989,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bosnia and Herzegovina,BIH,56000,82952,..,..,34803,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Botswana,BWA,27510,57064,..,..,160644,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Brazil,BRA,798517,684596,..,..,713568,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,British Virgin Islands,VGB,8035,12058,..,..,17308,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Brunei Darussalam,BRN,73200,96296,..,..,102733,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Bulgaria,BGR,21510,43360,..,..,102113,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Burkina Faso,BFA,349657,520039,..,..,704676,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Burundi,BDI,333110,125628,..,..,286810,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cabo Verde,CPV,8931,11027,..,..,14924,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cambodia,KHM,38375,146085,..,..,73963,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cameroon,CMR,265344,228383,..,..,381984,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Canada,CAN,4333318,5511914,..,..,7835502,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cayman Islands,CYM,9387,19253,..,..,23726,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Central African Republic,CAF,67234,123529,..,..,81598,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Chad,TCD,74342,104825,..,..,516968,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Channel Islands,CHI,61660,64301,..,..,82307,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Chile,CHL,107501,177332,..,..,469436,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,China,CHN,376361,508034,..,..,978046,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Colombia,COL,104277,109609,..,..,133134,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Comoros,COM,14079,13799,..,..,12555,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Congo, Dem. Rep.",COD,754194,744387,..,..,545694,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Congo, Rep.",COG,129597,305002,..,..,392996,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Costa Rica,CRI,417628,310946,..,..,421697,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cote d'Ivoire,CIV,1816426,1994135,..,..,2175399,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Croatia,HRV,475438,585298,..,..,576883,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cuba,CUB,34555,17818,..,..,13336,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Curacao,CUW,..,..,..,..,37611,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Cyprus,CYP,43805,80076,..,..,196167,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Czechia,CZE,110394,220789,..,..,405093,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Denmark,DNK,235189,371026,..,..,572520,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Djibouti,DJI,122221,100507,..,..,112351,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Dominica,DMA,2519,3723,..,..,6720,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Dominican Republic,DOM,291151,355611,..,..,415564,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Ecuador,ECU,78663,151523,..,..,387513,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Egypt, Arab Rep.",EGY,173708,173452,..,..,491643,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,El Salvador,SLV,47360,31713,..,..,42045,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Equatorial Guinea,GNQ,2740,4517,..,..,10825,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Eritrea,ERI,11848,12952,..,..,15941,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Estonia,EST,381997,249512,..,..,202348,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Eswatini,SWZ,72085,22855,..,..,31579,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Ethiopia,ETH,1155390,611384,..,..,1072949,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Faroe Islands,FRO,4285,3593,..,..,5517,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Fiji,FJI,13283,12719,..,..,13751,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Finland,FIN,63255,136203,..,..,315881,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,France,FRA,5897267,6278718,..,..,7784418,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,French Polynesia,PYF,25830,30329,..,..,30058,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Gabon,GAB,127980,195571,..,..,268384,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Gambia, The",GMB,118123,182514,..,..,192540,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Georgia,GEO,338300,218600,..,..,168802,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Germany,DEU,5936181,8992631,..,..,12005690,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Ghana,GHA,164851,191601,..,..,399471,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Gibraltar,GIB,8709,8054,..,..,11065,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Greece,GRC,618139,1111665,..,..,1242514,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Greenland,GRL,9416,6755,..,..,6009,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Grenada,GRD,4263,6825,..,..,7057,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Guam,GUM,69755,74070,..,..,76089,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Guatemala,GTM,264257,48119,..,..,76352,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Guinea,GIN,403621,560075,..,..,228413,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Guinea-Bissau,GNB,15368,20450,..,..,22333,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Guyana,GUY,4095,8610,..,..,15384,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Haiti,HTI,19084,25832,..,..,39529,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Honduras,HND,270423,28461,..,..,28070,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Hong Kong SAR, China",HKG,2218473,2669122,..,..,2838665,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Hungary,HUN,347510,296957,..,..,449632,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Iceland,ISL,9584,15892,..,..,37522,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,India,IND,7493204,6411272,..,..,5240960,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Indonesia,IDN,465612,292307,..,..,328846,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Iran, Islamic Rep.",IRN,4291601,2803805,..,..,2726420,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Iraq,IRQ,83638,210525,..,..,353881,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Ireland,IRL,227961,350552,..,..,746260,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Isle of Man,IMN,34769,39002,..,..,45221,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Israel,ISR,1632704,1851309,..,..,2011727,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Italy,ITA,1428219,2121688,..,..,5788875,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Jamaica,JAM,20475,24952,..,..,23167,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Japan,JPN,1075626,1686567,..,..,2043877,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Jordan,JOR,1146349,1927845,..,..,3112026,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Kazakhstan,KAZ,3619200,2871300,..,..,3546778,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Kenya,KEN,297292,699139,..,..,1084357,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Kiribati,KIR,2162,2283,..,..,3153,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Korea, Dem. People's Rep.",PRK,34103,36183,..,..,48458,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Korea, Rep.",KOR,43017,244178,..,..,1327324,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Kuwait,KWT,1074391,1127640,..,..,2866136,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Kyrgyz Republic,KGZ,623083,389558,..,..,204382,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Lao PDR,LAO,22866,21948,..,..,22244,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Latvia,LVA,646007,430178,..,..,263126,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Lebanon,LBN,523693,692913,..,..,1997776,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Lesotho,LSO,8240,6167,..,..,6572,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Liberia,LBR,94964,151868,..,..,113779,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Libya,LBY,457075,567436,..,..,771146,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Liechtenstein,LIE,10906,15483,..,..,23493,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Lithuania,LTU,349258,214311,..,..,136036,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Luxembourg,LUX,113795,139750,..,..,249325,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,"Macao SAR, China",MAC,205047,240791,..,..,342703,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Madagascar,MDG,23917,23541,..,..,32075,..,..,..,..,..,..,..
"International migrant stock, total",SM.POP.TOTL,Malawi,MWI,1127724,232620,..,..,215158,..,..,..,..,..,..,..
